0,1,2,3,4,5,6,7,8
O,X,O,X,O,X,X,b,O
O,X,O,X,O,X,O,X,b
O,X,O,X,O,X,O,b,X
O,X,O,X,O,X,b,X,O
O,X,O,X,O,b,X,X,O
O,X,O,X,O,b,O,X,X
O,X,O,X,b,O,X,X,O
O,X,O,O,X,X,O,b,X
O,X,O,O,b,X,O,X,X
O,X,O,b,O,X,X,X,O
O,X,O,b,O,X,O,X,X
O,X,b,X,O,X,X,O,O
O,X,b,X,O,X,O,X,O
O,X,b,X,O,X,b,b,O
O,X,b,X,O,O,X,X,O
O,X,b,X,O,b,X,b,O
O,X,b,X,O,b,b,X,O
O,X,b,O,X,X,O,O,X
O,X,b,O,X,X,O,b,b
O,X,b,O,X,b,O,b,X
O,X,b,O,O,X,X,X,O
O,X,b,O,O,X,O,X,X
O,X,b,O,b,X,O,X,b
O,X,b,O,b,X,O,b,X
O,X,b,O,b,b,O,X,X
O,X,b,b,O,X,X,b,O
O,X,b,b,O,X,b,X,O
O,X,b,b,O,b,X,X,O
O,O,X,X,O,X,X,O,b
O,O,X,X,O,X,X,b,O
O,O,X,X,O,X,b,X,O
O,O,X,X,O,b,X,X,O
O,O,X,X,O,b,X,O,X
O,O,X,O,X,X,O,X,b
O,O,X,O,X,b,O,X,X
O,O,X,b,O,X,X,X,O
O,O,O,X,X,O,X,X,b
O,O,O,X,X,O,X,b,X
O,O,O,X,X,O,b,X,X
O,O,O,X,X,b,X,X,O
O,O,O,X,X,b,X,O,X
O,O,O,X,X,b,X,b,b
O,O,O,X,X,b,O,X,X
O,O,O,X,X,b,b,X,b
O,O,O,X,X,b,b,b,X
O,O,O,X,O,X,X,X,b
O,O,O,X,O,X,X,b,X
O,O,O,X,O,X,b,X,X
O,O,O,X,b,X,X,X,O
O,O,O,X,b,X,X,O,X
O,O,O,X,b,X,X,b,b
O,O,O,X,b,X,O,X,X
O,O,O,X,b,X,b,X,b
O,O,O,X,b,X,b,b,X
O,O,O,X,b,b,X,X,b
O,O,O,X,b,b,X,b,X
O,O,O,X,b,b,b,X,X
O,O,O,O,X,X,X,X,b
O,O,O,O,X,X,X,b,X
O,O,O,O,X,X,b,X,X
O,O,O,b,X,X,X,X,O
O,O,O,b,X,X,X,O,X
O,O,O,b,X,X,X,b,b
O,O,O,b,X,X,O,X,X
O,O,O,b,X,X,b,X,b
O,O,O,b,X,X,b,b,X
O,O,O,b,X,b,X,X,b
O,O,O,b,X,b,X,b,X
O,O,O,b,X,b,b,X,X
O,O,O,b,b,X,X,X,b
O,O,O,b,b,X,X,b,X
O,O,O,b,b,X,b,X,X
O,O,b,X,O,X,X,X,O
O,O,b,X,O,X,X,O,X
O,O,b,O,X,X,O,X,X
O,b,X,X,O,X,X,O,O
O,b,X,X,O,X,O,X,O
O,b,X,X,O,X,b,b,O
O,b,X,X,O,O,X,X,O
O,b,X,X,O,b,X,b,O
O,b,X,X,O,b,b,X,O
O,b,X,O,X,X,O,X,O
O,b,X,O,X,X,O,b,b
O,b,X,O,X,O,O,X,X
O,b,X,O,X,b,O,X,b
O,b,X,O,X,b,O,b,X
O,b,X,O,O,X,X,X,O
O,b,X,O,b,X,O,X,b
O,b,X,O,b,b,O,X,X
O,b,X,b,O,X,X,b,O
O,b,X,b,O,X,b,X,O
O,b,X,b,O,b,X,X,O
O,b,O,X,X,O,X,X,O
O,b,O,X,O,X,X,X,O
O,b,O,X,O,X,O,X,X
O,b,O,O,X,X,O,X,X
O,b,b,X,O,X,X,b,O
O,b,b,X,O,X,b,X,O
O,b,b,X,O,b,X,X,O
O,b,b,O,X,X,O,X,b
O,b,b,O,X,X,O,b,X
O,b,b,O,X,b,O,X,X
O,b,b,O,b,X,O,X,X
O,b,b,b,O,X,X,X,O
b,X,X,X,X,O,O,O,O
b,X,X,X,O,X,O,O,O
b,X,X,X,b,b,O,O,O
b,X,X,O,X,X,O,O,O
b,X,X,O,O,O,X,X,O
b,X,X,O,O,O,X,O,X
b,X,X,O,O,O,X,b,b
b,X,X,O,O,O,O,X,X
b,X,X,O,O,O,b,X,b
b,X,X,O,O,O,b,b,X
b,X,X,b,X,b,O,O,O
b,X,X,b,b,X,O,O,O
b,X,O,X,X,O,X,O,O
b,X,O,X,X,O,b,b,O
b,X,O,X,O,X,O,X,O
b,X,O,X,O,X,O,O,X
b,X,O,X,O,X,O,b,b
b,X,O,X,O,O,X,X,O
b,X,O,X,O,O,O,X,X
b,X,O,X,O,b,O,X,b
b,X,O,X,O,b,O,b,X
b,X,O,X,b,O,X,b,O
b,X,O,X,b,O,b,X,O
b,X,O,O,O,X,O,X,X
b,X,O,b,X,O,X,b,O
b,X,O,b,O,X,O,X,b
b,X,O,b,O,X,O,b,X
b,X,O,b,O,b,O,X,X
b,X,O,b,b,O,X,X,O
b,X,b,X,X,b,O,O,O
b,X,b,X,b,X,O,O,O
b,X,b,O,O,O,X,X,b
b,X,b,O,O,O,X,b,X
b,X,b,O,O,O,b,X,X
b,X,b,b,X,X,O,O,O
b,O,X,X,O,X,X,O,O
b,O,X,X,O,X,b,O,b
b,O,X,X,O,O,X,O,X
b,O,X,X,O,b,X,O,b
b,O,X,X,O,b,b,O,X
b,O,X,b,O,X,X,O,b
b,O,X,b,O,b,X,O,X
b,O,O,X,X,O,X,X,O
b,O,O,X,O,X,X,O,X
b,O,O,X,O,X,O,X,X
b,O,b,X,O,X,X,O,b
b,O,b,X,O,X,b,O,X
b,O,b,X,O,b,X,O,X
b,O,b,b,O,X,X,O,X
b,b,X,X,X,b,O,O,O
b,b,X,X,b,X,O,O,O
b,b,X,O,O,O,X,X,b
b,b,X,O,O,O,X,b,X
b,b,X,O,O,O,b,X,X
b,b,X,b,X,X,O,O,O
b,b,O,X,X,O,X,b,O
b,b,O,X,X,O,b,X,O
b,b,O,X,O,X,O,X,b
b,b,O,X,O,X,O,b,X
b,b,O,X,O,b,O,X,X
b,b,O,X,b,O,X,X,O
b,b,O,b,X,O,X,X,O
b,b,O,b,O,X,O,X,X
X,X,O,O,X,X,X,O,O
X,X,O,O,O,X,X,X,O
X,X,O,O,O,X,X,O,X
X,O,X,X,X,O,O,X,O
X,O,X,X,O,X,O,X,O
X,O,X,X,O,O,O,X,X
X,O,X,O,X,X,O,X,O
X,O,X,O,O,X,X,X,O
X,O,O,O,X,X,X,X,O
O,X,X,X,X,O,O,O,X
O,X,X,X,O,O,X,O,X
O,X,X,X,O,O,O,X,X
O,X,O,X,X,O,X,O,X
O,X,O,X,O,X,X,O,X
O,X,O,O,X,X,X,O,X
O,O,X,X,X,O,O,X,X
